t_s,count,theta_rad,omega_rad_s,vin_V
11.0397247,389340,194.150425991849,26.0388110548977,4
11.0856224,391779,195.366671147739,26.4167088527566,4
11.1325411,394190,196.568953669613,25.7639336527606,4
11.1785608,396597,197.769241529484,26.025258907119,4
11.2238958,398994,198.96454273435,26.3043967459481,4
11.2706455,401508,200.218187802783,26.7259392717841,4
11.3179591,403937,201.429446303667,25.7969817565454,4
11.3641594,406358,202.636715480546,26.0717290556261,4
11.4101179,408734,203.8215447099,25.8324744214044,4
11.4551309,411173,205.03778986579,26.804026322938,4
11.5020455,413624,206.260019007686,26.1843078072407,4
11.5490873,416098,207.493717456096,26.2183438545441,4
11.5957134,418496,208.689517326463,25.7475494323615,4
11.6410413,420905,209.890802517335,26.3657338376527,4
11.6881616,423334,211.102061018219,25.8212201136997,4
11.7339167,425731,212.297362223085,26.0696045025986,4
11.7800926,428184,213.520588695983,26.4156429700952,4
11.8279494,430682,214.766255116406,26.0958582245184,4
11.8735949,433110,215.97701495179,26.4481120239491,4
11.9206267,435604,217.220686710211,26.4440694254892,4
11.9682128,438100,218.465355799633,26.2061466860429,4
